지역,기준일,전일대비 확진자수, 격리 해제수
전북,2020-07-06,0,22
충남,2020-07-06,1,152
충북,2020-07-06,0,61
강원,2020-07-06,1,55
경기,2020-07-06,6,1017
세종,2020-07-06,0,48
울산,2020-07-06,0,53
대전,2020-07-06,2,49
광주,2020-07-06,7,33
인천,2020-07-06,6,319
대구,2020-07-06,2,6707
부산,2020-07-06,1,146
서울,2020-07-06,3,1110
검역,2020-07-05,9,577
제주,2020-07-05,1,18
경남,2020-07-05,0,129
경북,2020-07-05,1,1330
전남,2020-07-05,0,19
전북,2020-07-05,1,22
충남,2020-07-05,0,151
충북,2020-07-05,0,61
강원,2020-07-05,1,55
경기,2020-07-05,8,1013
세종,2020-07-05,0,47
울산,2020-07-05,0,52
대전,2020-07-05,8,48
광주,2020-07-05,16,33
인천,2020-07-05,0,319
대구,2020-07-05,0,6707
부산,2020-07-05,0,146
서울,2020-07-05,16,1105
검역,2020-07-04,18,575
제주,2020-07-04,0,18
경남,2020-07-04,1,129
경북,2020-07-04,1,1330
전남,2020-07-04,0,19
전북,2020-07-04,0,22
충남,2020-07-04,0,150
충북,2020-07-04,2,61
강원,2020-07-04,0,55
경기,2020-07-04,19,1003
세종,2020-07-04,0,47
울산,2020-07-04,0,52
대전,2020-07-04,3,45
광주,2020-07-04,8,32
인천,2020-07-04,2,317
대구,2020-07-04,1,6707
부산,2020-07-04,1,146
서울,2020-07-04,7,1103
검역,2020-07-03,4,570
제주,2020-07-03,0,16
경남,2020-07-03,2,129
경북,2020-07-03,1,1329
전남,2020-07-03,0,19
전북,2020-07-03,1,22
충남,2020-07-03,1,150
충북,2020-07-03,0,61
강원,2020-07-03,0,55
경기,2020-07-03,18,987
세종,2020-07-03,0,47
울산,2020-07-03,0,52
대전,2020-07-03,4,45
광주,2020-07-03,6,32
인천,2020-07-03,1,311
대구,2020-07-03,11,6703
부산,2020-07-03,0,146
서울,2020-07-03,12,1085
검역,2020-07-02,2,559
제주,2020-07-02,0,16
경남,2020-07-02,0,128
경북,2020-07-02,0,1328
전남,2020-07-02,0,19
전북,2020-07-02,0,22
충남,2020-07-02,3,150
충북,2020-07-02,0,61
강원,2020-07-02,0,55
경기,2020-07-02,10,967
세종,2020-07-02,0,47
울산,2020-07-02,0,52
대전,2020-07-02,1,44
광주,2020-07-02,22,32
인천,2020-07-02,0,302
대구,2020-07-02,3,6702
부산,2020-07-02,0,146
서울,2020-07-02,13,1054
검역,2020-07-01,5,548
제주,2020-07-01,0,16
경남,2020-07-01,0,128
경북,2020-07-01,0,1328
전남,2020-07-01,1,19
전북,2020-07-01,0,21
충남,2020-07-01,1,150
충북,2020-07-01,0,60
강원,2020-07-01,0,55
경기,2020-07-01,16,951
세종,2020-07-01,0,47
울산,2020-07-01,0,52
대전,2020-07-01,4,44
광주,2020-07-01,12,32
인천,2020-07-01,2,294
대구,2020-07-01,1,6700
부산,2020-07-01,0,142
서울,2020-07-01,9,1026
검역,2020-06-30,13,540
제주,2020-06-30,0,16
경남,2020-06-30,0,128
경북,2020-06-30,1,1328
전남,2020-06-30,0,19
전북,2020-06-30,0,21
충남,2020-06-30,0,150
충북,2020-06-30,1,60
강원,2020-06-30,1,54
경기,2020-06-30,7,931
세종,2020-06-30,1,47
울산,2020-06-30,0,50
대전,2020-06-30,5,44
광주,2020-06-30,3,32
인천,2020-06-30,3,290
대구,2020-06-30,0,6700
부산,2020-06-30,1,142
서울,2020-06-30,7,985
검역,2020-06-29,5,523
제주,2020-06-29,0,16
경남,2020-06-29,1,128
경북,2020-06-29,1,1328
전남,2020-06-29,1,19
전북,2020-06-29,1,21
충남,2020-06-29,0,150
충북,2020-06-29,0,60
강원,2020-06-29,0,54
경기,2020-06-29,16,888
세종,2020-06-29,0,47
울산,2020-06-29,0,50
대전,2020-06-29,2,44
광주,2020-06-29,4,32
인천,2020-06-29,1,284
대구,2020-06-29,2,6700
부산,2020-06-29,1,143
서울,2020-06-29,7,942
검역,2020-06-28,16,515
제주,2020-06-28,0,16
경남,2020-06-28,0,128
경북,2020-06-28,0,1328
전남,2020-06-28,3,19
전북,2020-06-28,0,21
충남,2020-06-28,1,148
충북,2020-06-28,1,60
강원,2020-06-28,0,53
경기,2020-06-28,17,873
세종,2020-06-28,0,47
울산,2020-06-28,0,50
대전,2020-06-28,6,44
광주,2020-06-28,4,32
인천,2020-06-28,0,264
대구,2020-06-28,0,6700
부산,2020-06-28,0,143
서울,2020-06-28,14,923
검역,2020-06-27,11,512
제주,2020-06-27,0,16
경남,2020-06-27,0,128
경북,2020-06-27,0,1328
전남,2020-06-27,0,19
전북,2020-06-27,1,20
충남,2020-06-27,0,148
충북,2020-06-27,1,60
강원,2020-06-27,0,52
경기,2020-06-27,17,858
세종,2020-06-27,0,47
울산,2020-06-27,0,50
대전,2020-06-27,2,44
광주,2020-06-27,0,32
인천,2020-06-27,1,250
대구,2020-06-27,1,6700
부산,2020-06-27,0,142
서울,2020-06-27,17,911
검역,2020-06-26,7,509
제주,2020-06-26,0,16
경남,2020-06-26,0,125
경북,2020-06-26,1,1327
전남,2020-06-26,0,18
전북,2020-06-26,0,20
충남,2020-06-26,3,148
충북,2020-06-26,0,60
강원,2020-06-26,1,52
경기,2020-06-26,4,814
세종,2020-06-26,0,47
울산,2020-06-26,0,49
대전,2020-06-26,4,44
광주,2020-06-26,0,32
인천,2020-06-26,2,231
대구,2020-06-26,0,6695
부산,2020-06-26,0,142
서울,2020-06-26,17,843
검역,2020-06-25,4,497
제주,2020-06-25,0,16
경남,2020-06-25,0,125
경북,2020-06-25,0,1321
전남,2020-06-25,0,18
전북,2020-06-25,0,20
충남,2020-06-25,1,146
충북,2020-06-25,0,57
강원,2020-06-25,0,52
경기,2020-06-25,9,777
세종,2020-06-25,0,47
울산,2020-06-25,0,48
대전,2020-06-25,4,44
광주,2020-06-25,0,32
인천,2020-06-25,1,182
대구,2020-06-25,0,6689
부산,2020-06-25,0,142
서울,2020-06-25,9,761
검역,2020-06-24,12,496
제주,2020-06-24,0,15
경남,2020-06-24,0,124
경북,2020-06-24,1,1321
전남,2020-06-24,0,18
전북,2020-06-24,1,20
충남,2020-06-24,1,146
충북,2020-06-24,0,56
강원,2020-06-24,1,52
경기,2020-06-24,7,761
세종,2020-06-24,0,47
울산,2020-06-24,2,48
대전,2020-06-24,8,44
광주,2020-06-24,0,32
인천,2020-06-24,3,174
대구,2020-06-24,2,6687
부산,2020-06-24,2,142
서울,2020-06-24,11,747
검역,2020-06-23,26,488
제주,2020-06-23,0,15
경남,2020-06-23,0,124
경북,2020-06-23,0,1321
전남,2020-06-23,0,18
전북,2020-06-23,0,20
충남,2020-06-23,0,144
충북,2020-06-23,1,56
강원,2020-06-23,0,52
경기,2020-06-23,7,758
세종,2020-06-23,0,47
울산,2020-06-23,0,48
대전,2020-06-23,4,44
광주,2020-06-23,0,32
인천,2020-06-23,1,170
대구,2020-06-23,1,6686
부산,2020-06-23,0,142
서울,2020-06-23,6,743
검역,2020-06-22,0,483
제주,2020-06-22,0,15
경남,2020-06-22,0,124
경북,2020-06-22,1,1320
전남,2020-06-22,0,18
전북,2020-06-22,1,20
충남,2020-06-22,2,144
충북,2020-06-22,0,56
강원,2020-06-22,0,52
경기,2020-06-22,6,753
세종,2020-06-22,0,47
울산,2020-06-22,0,48
대전,2020-06-22,0,44
광주,2020-06-22,0,32
인천,2020-06-22,1,169
대구,2020-06-22,1,6681
부산,2020-06-22,0,142
서울,2020-06-22,5,733
검역,2020-06-21,4,483
제주,2020-06-21,0,15
경남,2020-06-21,1,124
경북,2020-06-21,0,1320
전남,2020-06-21,0,18
전북,2020-06-21,0,20
충남,2020-06-21,1,144
충북,2020-06-21,0,55
강원,2020-06-21,2,52
경기,2020-06-21,10,744
세종,2020-06-21,1,47
울산,2020-06-21,0,48
대전,2020-06-21,10,44
광주,2020-06-21,1,32
인천,2020-06-21,0,167
대구,2020-06-21,1,6680
부산,2020-06-21,0,142
서울,2020-06-21,17,733
검역,2020-06-20,18,481
제주,2020-06-20,0,15
경남,2020-06-20,0,124
경북,2020-06-20,1,1319
전남,2020-06-20,0,18
전북,2020-06-20,1,20
충남,2020-06-20,2,144
충북,2020-06-20,0,55
강원,2020-06-20,0,52
경기,2020-06-20,17,741
세종,2020-06-20,0,47
울산,2020-06-20,0,48
대전,2020-06-20,5,44
광주,2020-06-20,0,32
인천,2020-06-20,5,165
대구,2020-06-20,2,6679
부산,2020-06-20,2,142
서울,2020-06-20,14,730
검역,2020-06-19,11,479
제주,2020-06-19,3,15
경남,2020-06-19,0,124
경북,2020-06-19,0,1317
전남,2020-06-19,0,18
전북,2020-06-19,0,20
충남,2020-06-19,0,144
충북,2020-06-19,0,55
강원,2020-06-19,0,52
경기,2020-06-19,11,737
세종,2020-06-19,0,47
울산,2020-06-19,0,48
대전,2020-06-19,6,44
광주,2020-06-19,0,32
인천,2020-06-19,0,161
대구,2020-06-19,0,6676
부산,2020-06-19,0,142
서울,2020-06-19,18,724
검역,2020-06-18,4,469
제주,2020-06-18,0,15
경남,2020-06-18,0,124
경북,2020-06-18,0,1316
전남,2020-06-18,0,18
전북,2020-06-18,1,20
충남,2020-06-18,3,144
충북,2020-06-18,0,55
강원,2020-06-18,0,52
경기,2020-06-18,16,724
세종,2020-06-18,1,47
울산,2020-06-18,0,48
대전,2020-06-18,7,44
광주,2020-06-18,0,32
인천,2020-06-18,1,158
대구,2020-06-18,1,6674
부산,2020-06-18,0,142
서울,2020-06-18,25,718
검역,2020-06-17,7,468
제주,2020-06-17,1,15
경남,2020-06-17,0,124
경북,2020-06-17,0,1313
전남,2020-06-17,0,18
전북,2020-06-17,0,20
충남,2020-06-17,1,144
충북,2020-06-17,0,55
강원,2020-06-17,0,52
경기,2020-06-17,13,720
세종,2020-06-17,0,47
울산,2020-06-17,0,47
대전,2020-06-17,5,43
광주,2020-06-17,0,32
인천,2020-06-17,2,152
대구,2020-06-17,1,6672
부산,2020-06-17,0,142
서울,2020-06-17,13,710
검역,2020-06-16,9,466
제주,2020-06-16,0,15
경남,2020-06-16,2,124
경북,2020-06-16,0,1313
전남,2020-06-16,0,18
전북,2020-06-16,0,20
충남,2020-06-16,0,144
충북,2020-06-16,0,55
강원,2020-06-16,0,52
경기,2020-06-16,5,716
세종,2020-06-16,0,47
울산,2020-06-16,0,47
대전,2020-06-16,3,43
광주,2020-06-16,0,32
인천,2020-06-16,2,152
대구,2020-06-16,0,6671
부산,2020-06-16,1,142
서울,2020-06-16,12,703
검역,2020-06-15,7,466
제주,2020-06-15,0,15
경남,2020-06-15,3,124
경북,2020-06-15,0,1313
전남,2020-06-15,0,18
전북,2020-06-15,0,19
충남,2020-06-15,2,144
충북,2020-06-15,0,52
강원,2020-06-15,0,52
경기,2020-06-15,10,713
세종,2020-06-15,0,47
울산,2020-06-15,0,47
대전,2020-06-15,0,43
광주,2020-06-15,0,30
인천,2020-06-15,8,149
대구,2020-06-15,0,6667
부산,2020-06-15,0,142
서울,2020-06-15,7,689
검역,2020-06-14,1,466
제주,2020-06-14,0,15
경남,2020-06-14,0,123
경북,2020-06-14,0,1313
전남,2020-06-14,0,18
전북,2020-06-14,0,19
충남,2020-06-14,0,144
충북,2020-06-14,0,52
강원,2020-06-14,1,52
경기,2020-06-14,10,710
세종,2020-06-14,0,47
울산,2020-06-14,0,47
대전,2020-06-14,0,43
광주,2020-06-14,0,30
인천,2020-06-14,8,147
대구,2020-06-14,2,6661
부산,2020-06-14,0,142
서울,2020-06-14,12,689
검역,2020-06-13,1,464
제주,2020-06-13,0,14
경남,2020-06-13,0,123
경북,2020-06-13,0,1312
전남,2020-06-13,0,18
전북,2020-06-13,0,19
충남,2020-06-13,1,144
충북,2020-06-13,0,52
강원,2020-06-13,0,52
경기,2020-06-13,14,696
세종,2020-06-13,0,47
울산,2020-06-13,0,47
대전,2020-06-13,0,43
광주,2020-06-13,0,30
인천,2020-06-13,1,141
대구,2020-06-13,3,6659
부산,2020-06-13,0,142
서울,2020-06-13,29,688
검역,2020-06-12,10,463
제주,2020-06-12,0,13
경남,2020-06-12,0,123
경북,2020-06-12,0,1312
전남,2020-06-12,0,18
전북,2020-06-12,0,19
충남,2020-06-12,0,144
충북,2020-06-12,0,52
강원,2020-06-12,0,52
경기,2020-06-12,19,692
세종,2020-06-12,0,47
울산,2020-06-12,0,47
대전,2020-06-12,0,43
광주,2020-06-12,0,30
인천,2020-06-12,1,140
대구,2020-06-12,1,6653
부산,2020-06-12,0,141
서울,2020-06-12,25,680
검역,2020-06-11,2,462
제주,2020-06-11,0,13
경남,2020-06-11,0,123
경북,2020-06-11,0,1312
전남,2020-06-11,0,18
전북,2020-06-11,0,19
충남,2020-06-11,0,143
충북,2020-06-11,0,52
강원,2020-06-11,0,51
경기,2020-06-11,16,691
세종,2020-06-11,0,47
울산,2020-06-11,0,47
대전,2020-06-11,0,43
광주,2020-06-11,0,30
인천,2020-06-11,6,136
대구,2020-06-11,0,6651
부산,2020-06-11,0,141
서울,2020-06-11,21,675
검역,2020-06-10,6,455
제주,2020-06-10,0,13
경남,2020-06-10,2,123
경북,2020-06-10,0,1310
전남,2020-06-10,0,18
전북,2020-06-10,0,19
충남,2020-06-10,0,143
충북,2020-06-10,0,49
강원,2020-06-10,1,51
경기,2020-06-10,21,682
세종,2020-06-10,0,47
울산,2020-06-10,0,47
대전,2020-06-10,0,43
광주,2020-06-10,0,30
인천,2020-06-10,8,127
대구,2020-06-10,0,6648
부산,2020-06-10,0,141
서울,2020-06-10,12,665
검역,2020-06-09,0,449
제주,2020-06-09,0,13
경남,2020-06-09,1,123
경북,2020-06-09,0,1310
전남,2020-06-09,0,17
전북,2020-06-09,0,19
충남,2020-06-09,2,143
충북,2020-06-09,0,49
강원,2020-06-09,0,51
경기,2020-06-09,13,680
세종,2020-06-09,0,47
울산,2020-06-09,0,46
대전,2020-06-09,0,43
광주,2020-06-09,0,30
인천,2020-06-09,3,121
대구,2020-06-09,0,6643
부산,2020-06-09,0,141
서울,2020-06-09,19,664
검역,2020-06-08,3,443
제주,2020-06-08,0,13
경남,2020-06-08,0,122
경북,2020-06-08,0,1309
전남,2020-06-08,0,17
전북,2020-06-08,0,19
충남,2020-06-08,0,143
충북,2020-06-08,0,49
강원,2020-06-08,0,51
경기,2020-06-08,8,680
세종,2020-06-08,0,47
울산,2020-06-08,0,46
대전,2020-06-08,0,43
광주,2020-06-08,0,30
인천,2020-06-08,4,118
대구,2020-06-08,1,6641
부산,2020-06-08,0,141
서울,2020-06-08,22,651
검역,2020-06-07,2,442
제주,2020-06-07,0,13
경남,2020-06-07,0,122
경북,2020-06-07,0,1304
전남,2020-06-07,0,17
전북,2020-06-07,0,19
충남,2020-06-07,0,143
충북,2020-06-07,1,49
강원,2020-06-07,0,51
경기,2020-06-07,19,678
세종,2020-06-07,0,47
울산,2020-06-07,1,46
대전,2020-06-07,0,42
광주,2020-06-07,0,30
인천,2020-06-07,6,118
대구,2020-06-07,1,6640
부산,2020-06-07,0,140
서울,2020-06-07,27,651
검역,2020-06-05,5,439
제주,2020-06-05,0,13
경남,2020-06-05,1,122
경북,2020-06-05,1,1303
전남,2020-06-05,0,17
전북,2020-06-05,0,19
충남,2020-06-05,1,143
충북,2020-06-05,0,49
강원,2020-06-05,1,51
경기,2020-06-05,8,673
세종,2020-06-05,0,47
울산,2020-06-05,0,46
대전,2020-06-05,0,42
광주,2020-06-05,0,30
인천,2020-06-05,11,110
대구,2020-06-05,0,6638
부산,2020-06-05,0,139
서울,2020-06-05,23,650
검역,2020-06-05,1,437
제주,2020-06-05,0,13
경남,2020-06-05,0,121
경북,2020-06-05,2,1302
전남,2020-06-05,0,17
전북,2020-06-05,0,19
충남,2020-06-05,1,143
충북,2020-06-05,0,49
강원,2020-06-05,0,51
경기,2020-06-05,13,665
세종,2020-06-05,0,47
울산,2020-06-05,0,46
대전,2020-06-05,0,42
광주,2020-06-05,0,30
인천,2020-06-05,6,107
대구,2020-06-05,1,6634
부산,2020-06-05,0,138
서울,2020-06-05,15,645
검역,2020-06-04,2,435
제주,2020-06-04,0,13
경남,2020-06-04,0,121
경북,2020-06-04,1,1301
전남,2020-06-04,0,17
전북,2020-06-04,0,19
충남,2020-06-04,0,142
충북,2020-06-04,0,49
강원,2020-06-04,0,51
경기,2020-06-04,15,665
세종,2020-06-04,0,47
울산,2020-06-04,0,46
대전,2020-06-04,0,42
광주,2020-06-04,0,30
인천,2020-06-04,7,105
대구,2020-06-04,0,6634
부산,2020-06-04,0,138
서울,2020-06-04,14,644
검역,2020-06-03,0,430
제주,2020-06-03,0,13
경남,2020-06-03,0,121
경북,2020-06-03,0,1298
전남,2020-06-03,0,17
전북,2020-06-03,0,19
충남,2020-06-03,0,142
충북,2020-06-03,0,49
강원,2020-06-03,0,51
경기,2020-06-03,12,662
세종,2020-06-03,0,47
울산,2020-06-03,0,45
대전,2020-06-03,0,42
광주,2020-06-03,0,30
인천,2020-06-03,17,98
대구,2020-06-03,1,6626
부산,2020-06-03,0,138
서울,2020-06-03,19,639
검역,2020-06-02,1,423
제주,2020-06-02,0,13
경남,2020-06-02,0,121
경북,2020-06-02,0,1297
전남,2020-06-02,0,17
전북,2020-06-02,0,19
충남,2020-06-02,0,142
충북,2020-06-02,0,49
강원,2020-06-02,0,51
경기,2020-06-02,15,660
세종,2020-06-02,0,47
울산,2020-06-02,0,45
대전,2020-06-02,0,42
광주,2020-06-02,0,30
인천,2020-06-02,8,98
대구,2020-06-02,0,6616
부산,2020-06-02,0,138
서울,2020-06-02,14,638
검역,2020-06-01,2,421
제주,2020-06-01,0,13
경남,2020-06-01,0,121
경북,2020-06-01,0,1296
전남,2020-06-01,1,17
전북,2020-06-01,0,19
충남,2020-06-01,0,142
충북,2020-06-01,0,49
강원,2020-06-01,0,50
경기,2020-06-01,12,657
세종,2020-06-01,0,47
울산,2020-06-01,0,45
대전,2020-06-01,0,42
광주,2020-06-01,0,30
인천,2020-06-01,18,98
대구,2020-06-01,1,6610
부산,2020-06-01,0,138
서울,2020-06-01,1,627
검역,2020-05-31,0,419
제주,2020-05-31,1,13
경남,2020-05-31,0,121
경북,2020-05-31,0,1295
전남,2020-05-31,0,17
전북,2020-05-31,0,19
충남,2020-05-31,0,142
충북,2020-05-31,0,49
강원,2020-05-31,0,50
경기,2020-05-31,12,650
세종,2020-05-31,0,47
울산,2020-05-31,2,45
대전,2020-05-31,1,42
광주,2020-05-31,0,30
인천,2020-05-31,3,94
대구,2020-05-31,1,6607
부산,2020-05-31,1,138
서울,2020-05-31,6,627
검역,2020-05-30,5,418
제주,2020-05-30,0,13
경남,2020-05-30,0,120
경북,2020-05-30,0,1294
전남,2020-05-30,1,17
전북,2020-05-30,0,19
충남,2020-05-30,0,142
충북,2020-05-30,0,49
강원,2020-05-30,1,50
경기,2020-05-30,13,648
세종,2020-05-30,0,47
울산,2020-05-30,0,44
대전,2020-05-30,0,42
광주,2020-05-30,2,30
인천,2020-05-30,5,94
대구,2020-05-30,2,6606
부산,2020-05-30,1,138
서울,2020-05-30,9,627
검역,2020-05-29,0,416
제주,2020-05-29,0,13
경남,2020-05-29,0,119
경북,2020-05-29,0,1293
전남,2020-05-29,0,17
전북,2020-05-29,0,19
충남,2020-05-29,0,141
충북,2020-05-29,0,46
강원,2020-05-29,0,50
경기,2020-05-29,20,647
세종,2020-05-29,0,47
울산,2020-05-29,0,44
대전,2020-05-29,0,42
광주,2020-05-29,0,30
인천,2020-05-29,18,93
대구,2020-05-29,0,6587
부산,2020-05-29,0,136
서울,2020-05-29,20,623
검역,2020-05-28,7,412
제주,2020-05-28,0,13
경남,2020-05-28,0,119
경북,2020-05-28,1,1291
전남,2020-05-28,0,17
전북,2020-05-28,0,19
충남,2020-05-28,1,141
충북,2020-05-28,0,46
강원,2020-05-28,0,49
경기,2020-05-28,21,646
세종,2020-05-28,0,47
울산,2020-05-28,0,44
대전,2020-05-28,0,40
광주,2020-05-28,0,30
인천,2020-05-28,22,93
대구,2020-05-28,2,6576
부산,2020-05-28,1,136
서울,2020-05-28,24,621
검역,2020-05-27,1,397
제주,2020-05-27,0,13
경남,2020-05-27,0,119
경북,2020-05-27,0,1287
전남,2020-05-27,0,17
전북,2020-05-27,0,19
충남,2020-05-27,0,141
충북,2020-05-27,0,46
강원,2020-05-27,0,48
경기,2020-05-27,6,646
세종,2020-05-27,0,47
울산,2020-05-27,0,42
대전,2020-05-27,0,40
광주,2020-05-27,0,30
인천,2020-05-27,11,93
대구,2020-05-27,3,6557
부산,2020-05-27,0,135
서울,2020-05-27,19,618
검역,2020-05-26,2,391
제주,2020-05-26,0,13
경남,2020-05-26,0,119
경북,2020-05-26,1,1286
전남,2020-05-26,0,17
전북,2020-05-26,0,19
충남,2020-05-26,0,141
충북,2020-05-26,1,46
강원,2020-05-26,0,48
경기,2020-05-26,2,645
세종,2020-05-26,0,47
울산,2020-05-26,0,42
대전,2020-05-26,0,40
광주,2020-05-26,0,30
인천,2020-05-26,3,93
대구,2020-05-26,1,6553
부산,2020-05-26,0,131
서울,2020-05-26,9,614
검역,2020-05-25,1,386
제주,2020-05-25,0,13
경남,2020-05-25,0,119
경북,2020-05-25,1,1285
전남,2020-05-25,0,17
전북,2020-05-25,0,19
충남,2020-05-25,0,141
충북,2020-05-25,0,46
강원,2020-05-25,0,48
경기,2020-05-25,6,644
세종,2020-05-25,0,47
울산,2020-05-25,0,42
대전,2020-05-25,0,40
광주,2020-05-25,0,30
인천,2020-05-25,1,92
대구,2020-05-25,1,6519
부산,2020-05-25,0,131
서울,2020-05-25,6,607
검역,2020-05-24,4,385
제주,2020-05-24,0,13
경남,2020-05-24,0,117
경북,2020-05-24,6,1281
전남,2020-05-24,0,17
전북,2020-05-24,0,19
충남,2020-05-24,0,141
충북,2020-05-24,0,46
강원,2020-05-24,1,47
경기,2020-05-24,6,643
세종,2020-05-24,0,47
울산,2020-05-24,0,42
대전,2020-05-24,0,40
광주,2020-05-24,0,30
인천,2020-05-24,2,92
대구,2020-05-24,0,6518
부산,2020-05-24,0,131
서울,2020-05-24,6,604
검역,2020-05-23,3,381
제주,2020-05-23,0,13
경남,2020-05-23,1,117
경북,2020-05-23,0,1278
전남,2020-05-23,0,16
전북,2020-05-23,0,19
충남,2020-05-23,0,141
충북,2020-05-23,0,45
강원,2020-05-23,0,47
경기,2020-05-23,13,636
세종,2020-05-23,0,47
울산,2020-05-23,0,42
대전,2020-05-23,1,40
광주,2020-05-23,0,30
인천,2020-05-23,0,91
대구,2020-05-23,1,6516
부산,2020-05-23,0,131
서울,2020-05-23,4,604
검역,2020-05-22,7,373
제주,2020-05-22,0,13
경남,2020-05-22,1,117
경북,2020-05-22,2,1276
전남,2020-05-22,0,16
전북,2020-05-22,0,19
충남,2020-05-22,0,141
충북,2020-05-22,0,44
강원,2020-05-22,0,47
경기,2020-05-22,6,633
세종,2020-05-22,0,47
울산,2020-05-22,1,42
대전,2020-05-22,0,39
광주,2020-05-22,0,30
인천,2020-05-22,1,90
대구,2020-05-22,0,6505
부산,2020-05-22,0,131
서울,2020-05-22,2,599
검역,2020-05-21,1,363
제주,2020-05-21,0,13
경남,2020-05-21,0,117
경북,2020-05-21,0,1272
전남,2020-05-21,0,16
전북,2020-05-21,0,19
충남,2020-05-21,1,141
충북,2020-05-21,0,44
강원,2020-05-21,0,47
경기,2020-05-21,0,631
세종,2020-05-21,0,47
울산,2020-05-21,0,42
대전,2020-05-21,0,39
광주,2020-05-21,0,30
인천,2020-05-21,6,89
대구,2020-05-21,0,6498
부산,2020-05-21,0,131
서울,2020-05-21,4,596
검역,2020-05-20,2,349
제주,2020-05-20,0,13
경남,2020-05-20,0,117
경북,2020-05-20,0,1271
전남,2020-05-20,0,14
전북,2020-05-20,1,19
충남,2020-05-20,0,141
충북,2020-05-20,0,44
강원,2020-05-20,0,47
경기,2020-05-20,10,611
세종,2020-05-20,0,47
울산,2020-05-20,0,42
대전,2020-05-20,0,39
광주,2020-05-20,0,30
인천,2020-05-20,8,88
대구,2020-05-20,1,6471
부산,2020-05-20,0,131
서울,2020-05-20,10,592
검역,2020-05-19,0,339
제주,2020-05-19,0,11
경남,2020-05-19,0,115
경북,2020-05-19,0,1261
전남,2020-05-19,0,13
전북,2020-05-19,0,19
충남,2020-05-19,0,140
충북,2020-05-19,0,43
강원,2020-05-19,0,46
경기,2020-05-19,1,602
세종,2020-05-19,0,46
울산,2020-05-19,4,41
대전,2020-05-19,0,39
광주,2020-05-19,0,30
인천,2020-05-19,2,87
대구,2020-05-19,0,6389
부산,2020-05-19,0,130
서울,2020-05-19,6,587
검역,2020-05-18,7,331
제주,2020-05-18,0,11
경남,2020-05-18,0,116
경북,2020-05-18,0,1257
전남,2020-05-18,0,14
전북,2020-05-18,0,18
충남,2020-05-18,0,140
충북,2020-05-18,3,43
강원,2020-05-18,0,46
경기,2020-05-18,3,600
세종,2020-05-18,0,47
울산,2020-05-18,0,41
대전,2020-05-18,0,39
광주,2020-05-18,0,30
인천,2020-05-18,0,86
대구,2020-05-18,1,6376
부산,2020-05-18,0,130
서울,2020-05-18,1,579
검역,2020-05-17,4,329
제주,2020-05-17,0,11
경남,2020-05-17,2,116
경북,2020-05-17,0,1254
전남,2020-05-17,0,13
전북,2020-05-17,0,16
충남,2020-05-17,0,140
충북,2020-05-17,0,43
강원,2020-05-17,0,45
경기,2020-05-17,0,598
세종,2020-05-17,0,47
울산,2020-05-17,0,41
대전,2020-05-17,1,39
광주,2020-05-17,0,30
인천,2020-05-17,0,85
대구,2020-05-17,1,6376
부산,2020-05-17,0,130
서울,2020-05-17,5,575
검역,2020-05-16,8,316
제주,2020-05-16,0,11
경남,2020-05-16,0,116
경북,2020-05-16,0,1253
전남,2020-05-16,0,13
전북,2020-05-16,0,16
충남,2020-05-16,0,139
충북,2020-05-16,1,43
강원,2020-05-16,0,45
경기,2020-05-16,4,587
세종,2020-05-16,0,47
울산,2020-05-16,0,40
대전,2020-05-16,0,39
광주,2020-05-16,0,30
인천,2020-05-16,0,85
대구,2020-05-16,1,6367
부산,2020-05-16,0,130
서울,2020-05-16,5,574
검역,2020-05-15,1,311
제주,2020-05-15,0,12
경남,2020-05-15,0,115
경북,2020-05-15,0,1245
전남,2020-05-15,1,13
전북,2020-05-15,0,14
충남,2020-05-15,0,139
충북,2020-05-15,0,43
강원,2020-05-15,0,44
경기,2020-05-15,3,583
세종,2020-05-15,0,47
울산,2020-05-15,0,39
대전,2020-05-15,0,39
광주,2020-05-15,0,30
인천,2020-05-15,5,85
대구,2020-05-15,3,6366
부산,2020-05-15,0,127
서울,2020-05-15,14,569
검역,2020-05-14,0,290
제주,2020-05-14,0,12
경남,2020-05-14,0,114
경북,2020-05-14,1,1237
전남,2020-05-14,1,13
전북,2020-05-14,0,14
충남,2020-05-14,1,138
충북,2020-05-14,3,43
강원,2020-05-14,1,43
경기,2020-05-14,6,577
세종,2020-05-14,0,46
울산,2020-05-14,0,41
대전,2020-05-14,0,39
광주,2020-05-14,0,30
인천,2020-05-14,12,85
대구,2020-05-14,0,6349
부산,2020-05-14,0,127
서울,2020-05-14,4,564
검역,2020-05-13,1,280
제주,2020-05-13,0,12
경남,2020-05-13,1,113
경북,2020-05-13,0,1231
전남,2020-05-13,0,12
전북,2020-05-13,1,14
충남,2020-05-13,0,138
충북,2020-05-13,0,43
강원,2020-05-13,0,42
경기,2020-05-13,2,563
세종,2020-05-13,0,46
울산,2020-05-13,1,41
대전,2020-05-13,0,38
광주,2020-05-13,0,30
인천,2020-05-13,2,86
대구,2020-05-13,3,6322
부산,2020-05-13,3,126
서울,2020-05-13,12,558
검역,2020-05-12,1,267
제주,2020-05-12,0,12
경남,2020-05-12,1,112
경북,2020-05-12,1,1230
